18:03:21 INFO  application.ApplicationManager - Start in browser CHROME
18:03:23 INFO  TestBase - Start test addContactTestBase
18:03:23 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:03:26 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:03:26 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
18:03:26 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
18:03:26 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:03:26 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:03:26 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:03:26 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:03:26 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:03:26 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:03:26 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:03:26 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:03:26 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
18:03:26 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.xpath: //a[.='ADD']
18:03:28 INFO  application.MyListener - The element By.xpath: //a[.='ADD'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Name']
18:03:28 INFO  application.MyListener - The element By.cssSelector: [placeholder='Name'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Name']
18:03:28 INFO  application.MyListener - The element By.cssSelector: [placeholder='Name'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Last Name']
18:03:28 INFO  application.MyListener - The element By.cssSelector: [placeholder='Last Name'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Last Name']
18:03:28 INFO  application.MyListener - The element By.cssSelector: [placeholder='Last Name'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Phone']
18:03:28 INFO  application.MyListener - The element By.cssSelector: [placeholder='Phone'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Phone']
18:03:28 INFO  application.MyListener - The element By.cssSelector: [placeholder='Phone'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='email']
18:03:28 INFO  application.MyListener - The element By.cssSelector: [placeholder='email'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='email']
18:03:28 INFO  application.MyListener - The element By.cssSelector: [placeholder='email'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Address']
18:03:28 INFO  application.MyListener - The element By.cssSelector: [placeholder='Address'] was found
18:03:28 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Address']
18:03:28 INFO  application.MyListener - The element By.cssSelector: [placeholder='Address'] was found
18:03:29 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='description']
18:03:29 INFO  application.MyListener - The element By.cssSelector: [placeholder='description'] was found
18:03:29 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='description']
18:03:29 INFO  application.MyListener - The element By.cssSelector: [placeholder='description'] was found
18:03:29 INFO  application.MyListener - Start finde element by --> By.xpath: //button/b
18:03:29 INFO  application.MyListener - The element By.xpath: //button/b was found
18:03:29 INFO  application.MyListener - Start finde element by --> By.cssSelector: div[class^='contact-page']
18:03:29 INFO  application.MyListener - The element By.cssSelector: div[class^='contact-page'] was found
18:03:29 INFO  application.MyListener - Start finde element by --> By.xpath: //h3
18:03:29 INFO  application.MyListener - The element By.xpath: //h3 was found
18:03:29 INFO  TestBase - End of test addContactTestBase
18:03:29 INFO  TestBase - Test start with data: []
18:03:29 INFO  TestBase - =================================================================================
18:03:29 INFO  TestBase - Start test addContactTestBase
18:03:29 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:03:29 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:03:29 INFO  application.MyListener - Start finde element by --> By.xpath: //a[.='ADD']
18:03:29 INFO  application.MyListener - The element By.xpath: //a[.='ADD'] was found
18:03:29 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Name']
18:03:29 INFO  application.MyListener - The element By.cssSelector: [placeholder='Name'] was found
18:03:29 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Name']
18:03:29 INFO  application.MyListener - The element By.cssSelector: [placeholder='Name'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Last Name']
18:03:30 INFO  application.MyListener - The element By.cssSelector: [placeholder='Last Name'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Last Name']
18:03:30 INFO  application.MyListener - The element By.cssSelector: [placeholder='Last Name'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Phone']
18:03:30 INFO  application.MyListener - The element By.cssSelector: [placeholder='Phone'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Phone']
18:03:30 INFO  application.MyListener - The element By.cssSelector: [placeholder='Phone'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='email']
18:03:30 INFO  application.MyListener - The element By.cssSelector: [placeholder='email'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='email']
18:03:30 INFO  application.MyListener - The element By.cssSelector: [placeholder='email'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Address']
18:03:30 INFO  application.MyListener - The element By.cssSelector: [placeholder='Address'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Address']
18:03:30 INFO  application.MyListener - The element By.cssSelector: [placeholder='Address'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='description']
18:03:30 INFO  application.MyListener - The element By.cssSelector: [placeholder='description'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='description']
18:03:30 INFO  application.MyListener - The element By.cssSelector: [placeholder='description'] was found
18:03:30 INFO  application.MyListener - Start finde element by --> By.xpath: //button/b
18:03:30 INFO  application.MyListener - The element By.xpath: //button/b was found
18:03:31 INFO  application.MyListener - Start finde element by --> By.cssSelector: div[class^='contact-page']
18:03:31 INFO  application.MyListener - The element By.cssSelector: div[class^='contact-page'] was found
18:03:31 INFO  application.MyListener - Start finde element by --> By.xpath: //h3
18:03:31 INFO  application.MyListener - The element By.xpath: //h3 was found
18:03:31 INFO  TestBase - End of test addContactTestBase
18:03:31 INFO  TestBase - Test start with data: []
18:03:31 INFO  TestBase - =================================================================================
18:03:31 INFO  TestBase - Start test addContactTestBase
18:03:31 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:03:31 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:03:31 INFO  application.MyListener - Start finde element by --> By.xpath: //a[.='ADD']
18:03:31 INFO  application.MyListener - The element By.xpath: //a[.='ADD'] was found
18:03:31 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Name']
18:03:31 INFO  application.MyListener - The element By.cssSelector: [placeholder='Name'] was found
18:03:31 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Name']
18:03:31 INFO  application.MyListener - The element By.cssSelector: [placeholder='Name'] was found
18:03:31 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Last Name']
18:03:31 INFO  application.MyListener - The element By.cssSelector: [placeholder='Last Name'] was found
18:03:31 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Last Name']
18:03:31 INFO  application.MyListener - The element By.cssSelector: [placeholder='Last Name'] was found
18:03:31 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Phone']
18:03:31 INFO  application.MyListener - The element By.cssSelector: [placeholder='Phone'] was found
18:03:31 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Phone']
18:03:31 INFO  application.MyListener - The element By.cssSelector: [placeholder='Phone'] was found
18:03:32 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='email']
18:03:32 INFO  application.MyListener - The element By.cssSelector: [placeholder='email'] was found
18:03:32 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='email']
18:03:32 INFO  application.MyListener - The element By.cssSelector: [placeholder='email'] was found
18:03:32 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Address']
18:03:32 INFO  application.MyListener - The element By.cssSelector: [placeholder='Address'] was found
18:03:32 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='Address']
18:03:32 INFO  application.MyListener - The element By.cssSelector: [placeholder='Address'] was found
18:03:32 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='description']
18:03:32 INFO  application.MyListener - The element By.cssSelector: [placeholder='description'] was found
18:03:32 INFO  application.MyListener - Start finde element by --> By.cssSelector: [placeholder='description']
18:03:32 INFO  application.MyListener - The element By.cssSelector: [placeholder='description'] was found
18:03:32 INFO  application.MyListener - Start finde element by --> By.xpath: //button/b
18:03:32 INFO  application.MyListener - The element By.xpath: //button/b was found
18:03:32 INFO  application.MyListener - Start finde element by --> By.cssSelector: div[class^='contact-page']
18:03:33 INFO  application.MyListener - The element By.cssSelector: div[class^='contact-page'] was found
18:03:33 INFO  application.MyListener - Start finde element by --> By.xpath: //h3
18:03:33 INFO  application.MyListener - The element By.xpath: //h3 was found
18:03:33 INFO  TestBase - End of test addContactTestBase
18:03:33 INFO  TestBase - Test start with data: []
18:03:33 INFO  TestBase - =================================================================================
18:03:33 INFO  TestBase - Start test addContactTestBase
18:03:33 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:03:33 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
