18:19:44 INFO  application.ApplicationManager - Start in browser CHROME
18:19:45 INFO  TestBase - Start test removeAllContacts
18:19:45 INFO  TestBase - Test start with data: []
18:19:45 INFO  TestBase - =================================================================================
18:19:45 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:19:49 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:19:49 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
18:19:49 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
18:19:49 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:19:49 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:19:49 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:19:49 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:19:49 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:19:49 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:19:49 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:19:49 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:19:49 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
18:19:49 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
18:19:50 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.=' No Contacts here!']
18:19:53 INFO  application.MyListener - The element By.xpath: //*[.=' No Contacts here!'] was found
18:19:53 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.=' No Contacts here!']
18:19:56 INFO  application.MyListener - The element By.xpath: //*[.=' No Contacts here!'] was found
18:19:56 INFO  application.MyListener - Start finde element by --> By.cssSelector: .contact-item_card__2SOIM
18:19:56 INFO  application.MyListener - The element By.cssSelector: .contact-item_card__2SOIM was found
18:19:56 INFO  application.MyListener - Start finde element by --> By.xpath: //h3
18:19:56 INFO  application.MyListener - The element By.xpath: //h3 was found
18:19:56 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Remove']
18:19:56 INFO  application.MyListener - The element By.xpath: //button[.='Remove'] was found
18:19:56 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.=' No Contacts here!']
18:19:59 INFO  application.MyListener - The element By.xpath: //*[.=' No Contacts here!'] was found
18:19:59 INFO  application.MyListener - Start finde element by --> By.cssSelector: .contact-item_card__2SOIM
18:19:59 INFO  application.MyListener - The element By.cssSelector: .contact-item_card__2SOIM was found
18:19:59 INFO  application.MyListener - Start finde element by --> By.xpath: //h3
18:19:59 INFO  application.MyListener - The element By.xpath: //h3 was found
18:20:00 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Remove']
18:20:00 INFO  application.MyListener - The element By.xpath: //button[.='Remove'] was found
18:20:00 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.=' No Contacts here!']
18:20:03 INFO  application.MyListener - The element By.xpath: //*[.=' No Contacts here!'] was found
18:20:03 INFO  application.MyListener - Start finde element by --> By.cssSelector: .contact-item_card__2SOIM
18:20:03 INFO  application.MyListener - The element By.cssSelector: .contact-item_card__2SOIM was found
18:20:03 INFO  application.MyListener - Start finde element by --> By.xpath: //h3
18:20:03 INFO  application.MyListener - The element By.xpath: //h3 was found
18:20:03 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Remove']
18:20:03 INFO  application.MyListener - The element By.xpath: //button[.='Remove'] was found
18:20:03 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.=' No Contacts here!']
18:20:06 INFO  application.MyListener - The element By.xpath: //*[.=' No Contacts here!'] was found
18:20:06 INFO  application.MyListener - Start finde element by --> By.cssSelector: .contact-item_card__2SOIM
18:20:06 INFO  application.MyListener - The element By.cssSelector: .contact-item_card__2SOIM was found
18:20:06 INFO  application.MyListener - Start finde element by --> By.xpath: //h3
